pods,cpu,mem,actual_pods,excess_pods,Total Assigned Instances,Total Assignable Pods,Total CPU,Total Memory,cost,performance,nodepool_config
10,1,2,10.0,0.0,10,10.0,10.0,20.0,0.086,196885.9771,"[{'instance_type': 't4g.small', 'availability_zone': 'euw1-az3', 'num_instances': 10, 'T3': 50.0}]"
10,1,4,192.0,182.0,1,192.0,192.0,768.0,4.1974,5903431.0272,"[{'instance_type': 'm6a.48xlarge', 'availability_zone': 'euw1-az2', 'num_instances': 1, 'T3': 20.0}]"
10,2,2,48.0,38.0,1,48.0,96.0,192.0,1.4172,1477677.5304,"[{'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}]"
17,7,7,22.0,5.0,2,22.0,160.0,320.0,2.411,677268.8681,"[{'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}]"
50,1,2,50.0,0.0,50,50.0,50.0,100.0,0.43,984429.8857,"[{'instance_type': 't4g.small', 'availability_zone': 'euw1-az3', 'num_instances': 50, 'T3': 50.0}]"
50,1,4,192.0,142.0,1,192.0,192.0,768.0,4.1974,5903431.0272,"[{'instance_type': 'm6a.48xlarge', 'availability_zone': 'euw1-az2', 'num_instances': 1, 'T3': 20.0}]"
50,2,2,56.0,6.0,2,56.0,112.0,224.0,1.6535,1723957.1188,"[{'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 5.0}]"
75,3,5,96.0,21.0,2,96.0,288.0,576.0,4.4408,2955355.0608,"[{'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.48xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}]"
100,1,2,100.0,0.0,100,100.0,100.0,200.0,0.86,1968859.7714,"[{'instance_type': 't4g.small', 'availability_zone': 'euw1-az3', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't4g.small', 'availability_zone': 'euw1-az2', 'num_instances': 50, 'T3': 50.0}]"
100,1,4,192.0,92.0,1,192.0,192.0,768.0,4.1974,5903431.0272,"[{'instance_type': 'm6a.48xlarge', 'availability_zone': 'euw1-az2', 'num_instances': 1, 'T3': 20.0}]"
100,2,2,120.0,20.0,7,120.0,240.0,480.0,3.5925,3694193.826,"[{'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'c8gd.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}]"
115,4,2,116.0,1.0,9,116.0,464.0,928.0,7.1286,3571054.0318,"[{'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'c8gd.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.48xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.8xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}]"
287,1,6,288.0,1.0,43,288.0,288.0,2304.0,7.6129,8932515.4944,"[{'instance_type': 'r8gd.2xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8gd.large', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8gd.xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8gd.12xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8gd.24xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8gd.8xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8gd.medium', 'availability_zone': 'euw1-az1', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'r8gd.xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'r8gd.large', 'availability_zone': 'euw1-az3', 'num_instances': 16, 'T3': 20.0}]"
