pods,cpu,mem,actual_pods,excess_pods,Total Assigned Instances,Total Assignable Pods,Total CPU,Total Memory,cost,performance,nodepool_config
10,1,2,10.0,0.0,10,10.0,10.0,20.0,0.085,196885.9771,"[{'instance_type': 't4g.small', 'availability_zone': 'euw1-az3', 'num_instances': 10, 'T3': 50.0}]"
10,1,4,192.0,182.0,1,192.0,192.0,768.0,4.2076,5903431.0272,"[{'instance_type': 'm6a.48xlarge', 'availability_zone': 'euw1-az2', 'num_instances': 1, 'T3': 10.0}]"
10,2,2,16.0,6.0,2,16.0,32.0,64.0,0.5064,492559.1768,"[{'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 2, 'T3': 5.0}]"
17,7,7,22.0,5.0,2,22.0,160.0,320.0,2.6183,677268.8681,"[{'instance_type': 'c8gd.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}]"
50,1,2,50.0,0.0,50,50.0,50.0,100.0,0.425,984429.8857,"[{'instance_type': 't4g.small', 'availability_zone': 'euw1-az3', 'num_instances': 50, 'T3': 50.0}]"
50,1,4,192.0,142.0,1,192.0,192.0,768.0,4.2076,5903431.0272,"[{'instance_type': 'm6a.48xlarge', 'availability_zone': 'euw1-az2', 'num_instances': 1, 'T3': 10.0}]"
50,2,2,88.0,38.0,6,88.0,176.0,352.0,2.8288,2709075.4724,"[{'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}]"
75,3,5,78.0,3.0,7,78.0,240.0,480.0,3.8843,2401225.9869,"[{'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}]"
100,1,2,100.0,0.0,100,100.0,100.0,200.0,0.855,1968859.7714,"[{'instance_type': 't4g.small', 'availability_zone': 'euw1-az3', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't4g.small', 'availability_zone': 'euw1-az2', 'num_instances': 50, 'T3': 50.0}]"
100,1,4,192.0,92.0,1,192.0,192.0,768.0,4.2076,5903431.0272,"[{'instance_type': 'm6a.48xlarge', 'availability_zone': 'euw1-az2', 'num_instances': 1, 'T3': 10.0}]"
100,2,2,120.0,20.0,7,120.0,240.0,480.0,3.8843,3694193.826,"[{'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}]"
115,4,2,156.0,41.0,9,156.0,624.0,1248.0,10.6223,4802451.9738,"[{'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.48xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.48xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}]"
287,1,6,334.0,47.0,12,334.0,334.0,2672.0,9.0,10313901.2888,"[{'instance_type': 'r8gd.large', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8gd.2xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'r8gd.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8gd.4xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8gd.xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8gd.12xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8gd.metal-24xl', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r6a.16xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}]"
