instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t2.small,eu-west-1c,10,50.0,10,1,2,10.0,0.0,0.097,217721.9514,0.0097,10,224455.62
m6g.8xlarge,eu-west-1b,1,50.0,10,1,4,32.0,22.0,0.5547,632668.676,0.0173,1,35642.5025
c6g.16xlarge,eu-west-1a,1,50.0,10,2,2,32.0,22.0,0.9313,629716.32,0.0291,1,21130.2856
c6g.16xlarge,eu-west-1a,2,50.0,17,7,7,18.0,1.0,1.8626,354215.43,0.1035,2,10565.1428
t2.small,eu-west-1c,50,50.0,50,1,2,50.0,0.0,0.485,1088609.7571,0.0097,50,44891.124
m6g.8xlarge,eu-west-1b,2,50.0,50,1,4,64.0,14.0,1.1094,1265337.352,0.0173,2,17821.2512
c6g.16xlarge,eu-west-1a,2,50.0,50,2,2,64.0,14.0,1.8626,1259432.64,0.0291,2,10565.1428
c6g.12xlarge,eu-west-1b,5,50.0,75,3,5,80.0,5.0,3.533,1574290.8,0.0442,5,5569.9505
t2.small,eu-west-1c,100,50.0,100,1,2,100.0,0.0,0.97,2177219.5143,0.0097,100,22445.562
m6g.8xlarge,eu-west-1b,4,50.0,100,1,4,128.0,28.0,2.2188,2530674.704,0.0173,4,8910.6256
c6g.16xlarge,eu-west-1a,4,50.0,100,2,2,128.0,28.0,3.7252,2518865.28,0.0291,4,5282.5714
c6g.16xlarge,eu-west-1a,8,50.0,115,4,2,128.0,13.0,7.4504,2518865.28,0.0582,8,2641.2857
r6g.12xlarge,eu-west-1b,6,10.0,287,1,6,288.0,1.0,6.0804,5652293.22,0.0211,6,3227.7512
t2.small,eu-west-1c,400,50.0,400,1,2,400.0,0.0,3.88,8708878.0571,0.0097,400,5611.3905
m6g.8xlarge,eu-west-1b,13,50.0,400,1,4,416.0,16.0,7.2111,8224692.788,0.0173,13,2741.731
c6g.16xlarge,eu-west-1a,13,50.0,400,2,2,416.0,16.0,12.1069,8186312.16,0.0291,13,1625.4066
r6g.12xlarge,eu-west-1b,11,10.0,439,1,9,462.0,23.0,11.1474,9067220.3738,0.0241,11,1760.5915
t2.small,eu-west-1c,1000,50.0,1000,1,2,1000.0,0.0,9.7,21772195.1429,0.0097,1000,2244.5562
m6g.8xlarge,eu-west-1b,32,50.0,1000,1,4,1024.0,24.0,17.7504,20245397.632,0.0173,32,1113.8282
c6g.16xlarge,eu-west-1a,32,50.0,1000,2,2,1024.0,24.0,29.8016,20150922.24,0.0291,32,660.3214
