instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.small,us-west-2d,10,50.0,10,1,2,10.0,0.0,0.083,203536.1129,0.0083,10,245224.2324
m6g.medium,us-west-2d,10,1.0,10,1,4,10.0,0.0,0.145,197708.9612,0.0145,10,136351.0078
c6a.large,us-west-2d,10,50.0,10,2,2,10.0,0.0,0.287,303609.206,0.0287,10,105787.1798
c8gn.2xlarge,us-west-2d,17,30.0,17,7,7,17.0,0.0,1.1968,523344.1254,0.0704,17,25722.7177
t3.small,us-west-2d,50,50.0,50,1,2,50.0,0.0,0.415,1017680.5643,0.0083,50,49044.8465
m6g.medium,us-west-2d,50,1.0,50,1,4,50.0,0.0,0.725,988544.8062,0.0145,50,27270.2016
c6a.large,us-west-2d,50,50.0,50,2,2,50.0,0.0,1.435,1518046.03,0.0287,50,21157.436
c5.xlarge,us-west-2d,75,50.0,75,3,5,75.0,0.0,4.905,1842186.2045,0.0654,75,5007.6417
t3.small,us-west-2d,100,50.0,100,1,2,100.0,0.0,0.83,2035361.1286,0.0083,100,24522.4232
m6g.medium,us-west-2d,100,1.0,100,1,4,100.0,0.0,1.45,1977089.6125,0.0145,100,13635.1008
c6a.large,us-west-2d,100,50.0,100,2,2,100.0,0.0,2.87,3036092.06,0.0287,100,10578.718
c5.xlarge,us-west-2d,115,50.0,115,4,2,115.0,0.0,7.521,2824685.5136,0.0654,115,3265.8533
r7g.medium,us-west-2a,287,50.0,287,1,6,287.0,0.0,5.8548,7323745.212,0.0204,287,4358.5222
t3.small,us-west-2d,400,50.0,400,1,2,400.0,0.0,3.32,8141444.5143,0.0083,400,6130.6058
m6g.medium,us-west-2d,400,1.0,400,1,4,400.0,0.0,5.8,7908358.45,0.0145,400,3408.7752
c6a.large,us-west-2d,400,50.0,400,2,2,400.0,0.0,11.48,12144368.24,0.0287,400,2644.6795
x2gd.medium,us-west-2a,439,50.0,439,1,9,439.0,0.0,13.5651,8688468.3354,0.0309,439,1459.0014
t3.small,us-west-2d,1000,50.0,1000,1,2,1000.0,0.0,8.3,20353611.2857,0.0083,1000,2452.2423
m6g.medium,us-west-2d,1000,1.0,1000,1,4,1000.0,0.0,14.5,19770896.125,0.0145,1000,1363.5101
c6a.large,us-west-2d,1000,50.0,1000,2,2,1000.0,0.0,28.7,30360920.6,0.0287,1000,1057.8718
