instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
c7a.medium,us-east-1f,10,50.0,10,1,2,10.0,0.0,0.093,334760.0218,0.0093,10,359957.0127
m7gd.medium,us-east-1f,10,10.0,10,1,4,10.0,0.0,0.111,256177.5756,0.0111,10,230790.6087
c5a.large,us-east-1f,10,50.0,10,2,2,10.0,0.0,0.254,234096.225,0.0254,10,92163.8681
c6g.2xlarge,us-east-1f,17,15.0,17,7,7,17.0,0.0,1.2121,334536.795,0.0713,17,16235.158
c7a.medium,us-east-1f,50,50.0,50,1,2,50.0,0.0,0.465,1673800.1091,0.0093,50,71991.4025
m7gd.medium,us-east-1f,50,10.0,50,1,4,50.0,0.0,0.555,1280887.8781,0.0111,50,46158.1217
c5a.large,us-east-1f,50,50.0,50,2,2,50.0,0.0,1.27,1170481.125,0.0254,50,18432.7736
c6g.xlarge,us-east-1c,75,50.0,75,3,5,75.0,0.0,3.6975,1475897.625,0.0493,75,5322.146
c7a.medium,us-east-1f,100,50.0,100,1,2,100.0,0.0,0.93,3347600.2182,0.0093,100,35995.7013
m7gd.medium,us-east-1f,100,10.0,100,1,4,100.0,0.0,1.11,2561775.7562,0.0111,100,23079.0609
c5a.large,us-east-1f,100,50.0,100,2,2,100.0,0.0,2.54,2340962.25,0.0254,100,9216.3868
c6g.xlarge,us-east-1c,115,50.0,115,4,2,115.0,0.0,5.6695,2263043.025,0.0493,115,3470.9648
r7g.medium,us-east-1d,287,50.0,287,1,6,287.0,0.0,3.8171,7323745.212,0.0133,287,6685.2522
c7a.medium,us-east-1f,400,50.0,400,1,2,400.0,0.0,3.72,13390400.8727,0.0093,400,8998.9253
m7gd.medium,us-east-1f,400,10.0,400,1,4,400.0,0.0,4.44,10247103.025,0.0111,400,5769.7652
c5a.large,us-east-1f,400,50.0,400,2,2,400.0,0.0,10.16,9363849.0,0.0254,400,2304.0967
x2gd.medium,us-east-1f,439,50.0,439,1,9,439.0,0.0,7.6825,8688468.3354,0.0175,439,2576.1796
c7a.medium,us-east-1f,1000,50.0,1000,1,2,1000.0,0.0,9.3,33476002.1818,0.0093,1000,3599.5701
m7gd.medium,us-east-1f,1000,10.0,1000,1,4,1000.0,0.0,11.1,25617757.5625,0.0111,1000,2307.9061
c5a.large,us-east-1f,1000,50.0,1000,2,2,1000.0,0.0,25.4,23409622.5,0.0254,1000,921.6387
