pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1443518.5319148938,1058526.7580645161,1443518.5319148938,1058526.7580645161,1443518.5319148938,0.0,1.0,0.0,1.0,0.0
5,1,1,386385.9730994152,352842.25298685784,288703.7060992908,352842.25298685784,378546.3067484662,0.0,1.0,0.0,1.0,0.0
6,1,1,352842.25298685784,352842.25298685784,240586.4217888101,352842.25298685784,205879.4721709717,0.0,0.0,0.0,0.0,0.0
10,1,1,211705.3517204301,211705.3517204301,144351.8531205674,211705.3517204301,67667.64732872407,0.0,0.0,0.0,0.0,0.0
14,1,1,151218.1084046522,151218.1084046522,103108.46649298018,151218.1084046522,73267.58741279952,0.0,0.0,0.0,0.0,0.0
15,1,1,136749.35518595518,132315.8448420699,96234.56873128448,132315.8448420699,53909.814074381306,0.0,1.0,0.0,1.0,0.0
17,1,1,121103.2299498068,117614.08432895262,84912.8547694422,117614.08432895262,51558.78846153846,0.0,1.0,0.0,1.0,0.0
20,1,1,105852.67588709678,105852.67588709678,72175.92654255319,105852.67588709678,33720.97932926829,0.0,0.0,0.0,0.0,0.0
25,1,1,83081.32429835651,81425.1352993574,57740.74123120568,81425.1352993574,32880.8919537037,0.0,1.0,0.0,1.0,0.0
30,1,1,70568.45058542413,70568.45058542413,48117.28436564224,70568.45058542413,24439.708676690752,0.0,0.0,0.0,0.0,0.0
35,1,1,59600.396159539145,58630.66255555555,41243.38659719207,58807.04215617948,18391.283309250324,0.0,1.0,0.0,1.0,0.0
40,1,1,52700.339020501146,52700.339020501146,36087.963271276596,52926.33794354839,14446.016631386861,0.0,0.0,0.0,0.0,0.0
45,1,1,46398.74399106126,45764.89095083299,32078.189577094825,46022.90256011546,14286.711069039504,0.0,1.0,0.0,1.0,0.0
50,1,1,42076.059268781304,42076.059268781304,28870.370618439716,42341.07035268817,13566.298529344074,0.0,0.0,0.0,0.0,0.0
