instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
c7a.medium,us-east-1f,10,50.0,10,1,2,10.0,0.0,0.096,334760.0218,0.0096,10,348708.3561
t2.medium,us-east-1c,10,50.0,10,1,4,10.0,0.0,0.115,217721.9514,0.0115,10,189323.436
c5a.large,us-east-1f,10,45.0,10,2,2,10.0,0.0,0.25,234096.225,0.025,10,93638.49
c6g.2xlarge,us-east-1f,17,15.0,17,7,7,17.0,0.0,1.1985,334536.795,0.0705,17,16419.3867
c7a.medium,us-east-1f,50,50.0,50,1,2,50.0,0.0,0.48,1673800.1091,0.0096,50,69741.6712
t2.medium,us-east-1c,50,50.0,50,1,4,50.0,0.0,0.575,1088609.7571,0.0115,50,37864.6872
c5a.large,us-east-1f,50,45.0,50,2,2,50.0,0.0,1.25,1170481.125,0.025,50,18727.698
c6g.xlarge,us-east-1d,75,50.0,75,3,5,75.0,0.0,3.7575,1475897.625,0.0501,75,5237.1617
c7a.medium,us-east-1f,100,50.0,100,1,2,100.0,0.0,0.96,3347600.2182,0.0096,100,34870.8356
t2.medium,us-east-1c,100,50.0,100,1,4,100.0,0.0,1.15,2177219.5143,0.0115,100,18932.3436
c5a.large,us-east-1f,100,45.0,100,2,2,100.0,0.0,2.5,2340962.25,0.025,100,9363.849
c6g.xlarge,us-east-1d,115,50.0,115,4,2,115.0,0.0,5.7615,2263043.025,0.0501,115,3415.5402
r7g.medium,us-east-1d,287,50.0,287,1,6,287.0,0.0,3.8171,7323745.212,0.0133,287,6685.2522
c7a.medium,us-east-1f,400,50.0,400,1,2,400.0,0.0,3.84,13390400.8727,0.0096,400,8717.7089
t2.medium,us-east-1c,400,50.0,400,1,4,400.0,0.0,4.6,8708878.0571,0.0115,400,4733.0859
c5a.large,us-east-1f,400,45.0,400,2,2,400.0,0.0,10.0,9363849.0,0.025,400,2340.9622
x2gd.medium,us-east-1f,439,50.0,439,1,9,439.0,0.0,7.8581,8688468.3354,0.0179,439,2518.6113
c7a.medium,us-east-1f,1000,50.0,1000,1,2,1000.0,0.0,9.6,33476002.1818,0.0096,1000,3487.0836
t2.medium,us-east-1c,1000,50.0,1000,1,4,1000.0,0.0,11.5,21772195.1429,0.0115,1000,1893.2344
c5a.large,us-east-1f,1000,45.0,1000,2,2,1000.0,0.0,25.0,23409622.5,0.025,1000,936.3849
