instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.small,us-west-2d,10,50.0,10,1,2,10.0,0.0,0.072,203536.1129,0.0072,10,282689.0456
m6g.medium,us-west-2d,10,5.0,10,1,4,10.0,0.0,0.129,197708.9612,0.0129,10,153262.7607
c6a.large,us-west-2d,10,50.0,10,2,2,10.0,0.0,0.25,303609.206,0.025,10,121443.6824
c8gn.2xlarge,us-west-2d,17,40.0,17,7,7,17.0,0.0,1.5895,523344.1254,0.0935,17,19367.6933
t3.small,us-west-2d,50,50.0,50,1,2,50.0,0.0,0.36,1017680.5643,0.0072,50,56537.8091
m6g.medium,us-west-2d,50,5.0,50,1,4,50.0,0.0,0.645,988544.8062,0.0129,50,30652.5521
c6a.large,us-west-2d,50,50.0,50,2,2,50.0,0.0,1.25,1518046.03,0.025,50,24288.7365
c5ad.xlarge,us-west-2d,75,15.0,75,3,5,75.0,0.0,4.365,1755721.6875,0.0582,75,5363.0292
t3.small,us-west-2d,100,50.0,100,1,2,100.0,0.0,0.72,2035361.1286,0.0072,100,28268.9046
m6g.medium,us-west-2d,100,5.0,100,1,4,100.0,0.0,1.29,1977089.6125,0.0129,100,15326.2761
c6a.large,us-west-2d,100,50.0,100,2,2,100.0,0.0,2.5,3036092.06,0.025,100,12144.3682
c5ad.xlarge,us-west-2d,115,15.0,115,4,2,115.0,0.0,6.693,2692106.5875,0.0582,115,3497.6277
r7g.medium,us-west-2c,287,50.0,287,1,6,287.0,0.0,5.166,7323745.212,0.018,287,4939.6585
t3.small,us-west-2d,400,50.0,400,1,2,400.0,0.0,2.88,8141444.5143,0.0072,400,7067.2261
m6g.medium,us-west-2d,400,5.0,400,1,4,400.0,0.0,5.16,7908358.45,0.0129,400,3831.569
c6a.large,us-west-2d,400,50.0,400,2,2,400.0,0.0,10.0,12144368.24,0.025,400,3036.0921
x2gd.medium,us-west-2a,439,50.0,439,1,9,439.0,0.0,11.7652,8688468.3354,0.0268,439,1682.2068
t3.small,us-west-2d,1000,50.0,1000,1,2,1000.0,0.0,7.2,20353611.2857,0.0072,1000,2826.8905
m6g.medium,us-west-2d,1000,5.0,1000,1,4,1000.0,0.0,12.9,19770896.125,0.0129,1000,1532.6276
c6a.large,us-west-2d,1000,50.0,1000,2,2,1000.0,0.0,25.0,30360920.6,0.025,1000,1214.4368
