pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,491377.67799511005,320498.9413680781,348708.35604166664,71795.79737609331,0.0,6.0,0.0,54.0
10,1,4,239954.1946047679,20991.09460558417,220842.73758620687,52874.6286119711,0.0,182.0,0.0,54.0
10,2,2,213665.96091205213,213665.96091205213,93638.49,71795.79737609331,2.0,2.0,0.0,22.0
17,7,7,37866.06122171946,35897.89868804665,16326.7526756824,35897.89868804665,0.0,1.0,0.0,1.0
50,1,2,101658.31998971193,91571.1261051652,69741.6712125,71795.79737609331,0.0,6.0,0.0,14.0
50,1,4,62349.51503989786,20991.09460558417,44168.547520689666,52874.6286119711,0.0,142.0,0.0,14.0
50,2,2,49307.5294412428,49307.5294412428,18727.698,35897.898688046655,2.0,2.0,0.0,14.0
75,3,5,19552.53693865396,17948.949344023324,5205.988095238095,17948.949344023324,0.0,9.0,0.0,9.0
100,1,2,50829.15999485597,49307.5294412428,34870.83560625,35897.898688046655,0.0,4.0,0.0,28.0
100,1,4,35863.55344418052,20991.09460558417,22084.273760344833,26437.31430598555,0.0,92.0,0.0,28.0
100,2,2,25639.915309446253,25639.915309446253,9363.849,17948.949344023327,0.0,0.0,0.0,28.0
115,4,2,10967.916062869244,10967.916062869244,3395.209627329192,8974.474672011664,1.0,1.0,0.0,13.0
287,1,6,12663.581187895212,12663.581187895212,6635.362213323626,7553.518373163802,1.0,1.0,0.0,7.0
400,1,2,12819.957654723126,12819.957654723126,8717.708901497395,10256.54248229904,0.0,0.0,0.0,48.0
400,1,4,8965.88836104513,9384.07679850174,5521.068440193966,7553.518373138729,0.0,16.0,0.0,48.0
400,2,2,6237.285261489699,6237.285261489699,2340.96225,5522.753644314868,0.0,0.0,0.0,16.0
439,1,9,6855.0149969313,5317.6222196823255,2490.7813620932743,3723.136658065903,0.0,151.0,0.0,137.0
1000,1,2,4916.58588382261,4916.58588382261,3487.083560604167,4487.237336005832,0.0,0.0,0.0,24.0
1000,1,4,3677.3705622872703,3677.3705622872703,2208.4273760775864,3304.6642882481938,0.0,0.0,0.0,24.0
1000,2,2,2333.3461919029105,2296.4233704299536,936.3849,2243.618668002916,0.0,16.0,0.0,24.0
