pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1443518.5319148938,1052866.1871657753,1443518.5319148938,1052866.1871657753,1052866.1871657753,0.0,1.0,0.0,1.0,1.0
5,1,1,384885.4450485437,350955.39601901366,288703.7060992908,350955.39601901366,222434.6894267516,0.0,1.0,0.0,1.0,0.0
6,1,1,350955.39601901366,350955.39601901366,240586.4217888101,350955.39601901366,304094.7950191572,0.0,0.0,0.0,0.0,0.0
10,1,1,210573.23754010693,210573.23754010693,144351.8531205674,210573.23754010693,147654.78954767727,0.0,0.0,0.0,0.0,0.0
14,1,1,150409.45541853108,150409.45541853108,103108.46649298018,150409.45541853108,93257.73532434556,0.0,0.0,0.0,0.0,0.0
15,1,1,136089.1858850575,131608.27347927805,96234.56873128448,131608.27347927805,59060.10529969296,0.0,1.0,0.0,1.0,0.0
17,1,1,120511.39987063853,116985.1320063379,84912.8547694422,116985.1320063379,60603.08917117079,0.0,1.0,0.0,1.0,0.0
20,1,1,105286.61879679143,105286.61879679143,72175.92654255319,105286.61879679143,46702.27671813503,0.0,0.0,0.0,0.0,0.0
25,1,1,82663.30505660379,80989.70676834477,57740.74123120568,80989.70676834477,38050.71892934652,0.0,1.0,0.0,1.0,0.0
30,1,1,70191.07919191918,70191.07919191918,48117.28436564224,70191.07919191918,24574.07188952157,0.0,0.0,0.0,0.0,0.0
35,1,1,59284.96230799841,58304.15926367895,41243.38659719207,58492.565994916484,17861.531059416775,0.0,1.0,0.0,1.0,0.0
40,1,1,52401.92260475651,52401.92260475651,36087.963271276596,52643.309398395715,17605.55150986793,0.0,0.0,0.0,0.0,0.0
45,1,1,46139.981764957265,45501.238912275876,32078.189577094825,45776.79078171912,15096.564021027969,0.0,1.0,0.0,1.0,0.0
50,1,1,41831.63402821576,41831.63402821576,28870.370618439716,42114.64751657754,14975.265104366468,0.0,0.0,0.0,0.0,0.0
