pods,cpu,mem,actual_pods,excess_pods,Total Assigned Instances,Total Assignable Pods,Total CPU,Total Memory,cost,performance,nodepool_config
10,1,2,10.0,0.0,10,10.0,10.0,20.0,0.081,196885.9771,"[{'instance_type': 't4g.small', 'availability_zone': 'euw1-az1', 'num_instances': 10, 'T3': 50.0}]"
10,1,4,192.0,182.0,1,192.0,192.0,768.0,3.5724,5903431.0272,"[{'instance_type': 'm6a.48xlarge', 'availability_zone': 'euw1-az2', 'num_instances': 1, 'T3': 45.0}]"
10,2,2,96.0,86.0,1,96.0,192.0,384.0,3.0641,2955355.0608,"[{'instance_type': 'c8g.metal-48xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}]"
17,7,7,27.0,10.0,1,27.0,192.0,384.0,3.0641,831193.6109,"[{'instance_type': 'c8g.metal-48xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}]"
50,1,2,50.0,0.0,50,50.0,50.0,100.0,0.405,984429.8857,"[{'instance_type': 't4g.small', 'availability_zone': 'euw1-az1', 'num_instances': 50, 'T3': 50.0}]"
50,1,4,192.0,142.0,1,192.0,192.0,768.0,3.5724,5903431.0272,"[{'instance_type': 'm6a.48xlarge', 'availability_zone': 'euw1-az2', 'num_instances': 1, 'T3': 45.0}]"
50,2,2,96.0,46.0,1,96.0,192.0,384.0,3.0641,2955355.0608,"[{'instance_type': 'c8g.metal-48xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}]"
75,3,5,128.0,53.0,2,128.0,384.0,768.0,6.1694,3913335.6256,"[{'instance_type': 'c8g.metal-48xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c6a.48xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 10.0}]"
100,1,2,100.0,0.0,100,100.0,100.0,200.0,0.815,1968859.7714,"[{'instance_type': 't4g.small', 'availability_zone': 'euw1-az1', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't4g.small', 'availability_zone': 'euw1-az2', 'num_instances': 50, 'T3': 50.0}]"
100,1,4,192.0,92.0,1,192.0,192.0,768.0,3.5724,5903431.0272,"[{'instance_type': 'm6a.48xlarge', 'availability_zone': 'euw1-az2', 'num_instances': 1, 'T3': 45.0}]"
100,2,2,192.0,92.0,2,192.0,384.0,768.0,6.1694,5870003.4384,"[{'instance_type': 'c8g.metal-48xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c6a.48xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 10.0}]"
115,4,2,144.0,29.0,3,144.0,576.0,1152.0,9.2747,4392325.908,"[{'instance_type': 'c8g.metal-48xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c6a.48xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 2, 'T3': 10.0}]"
287,1,6,320.0,33.0,5,320.0,320.0,2560.0,7.9655,9698340.064,"[{'instance_type': 'r6a.16xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 10.0}]"
400,1,2,492.0,92.0,301,492.0,492.0,984.0,5.8041,12129829.0502,"[{'instance_type': 't4g.small', 'availability_zone': 'euw1-az1', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't4g.small', 'availability_zone': 'euw1-az2', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't4g.small', 'availability_zone': 'euw1-az3', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't2.small', 'availability_zone': 'euw1-az2', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't2.small', 'availability_zone': 'euw1-az1', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't2.small', 'availability_zone': 'euw1-az3', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 'c8g.metal-48xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}]"
400,1,4,576.0,176.0,3,576.0,576.0,2304.0,10.7172,17710293.0816,"[{'instance_type': 'm6a.48xlarge', 'availability_zone': 'euw1-az2', 'num_instances': 3, 'T3': 45.0}]"
400,2,2,480.0,80.0,5,480.0,960.0,1920.0,15.4853,14613948.5712,"[{'instance_type': 'c8g.metal-48xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c6a.48xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 4, 'T3': 10.0}]"
439,1,9,448.0,9.0,8,448.0,512.0,4096.0,12.7448,13577676.0896,"[{'instance_type': 'r6a.16xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 8, 'T3': 10.0}]"
1000,1,2,1068.0,68.0,304,1068.0,1068.0,2136.0,15.12,29617719.3158,"[{'instance_type': 't4g.small', 'availability_zone': 'euw1-az1', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't4g.small', 'availability_zone': 'euw1-az2', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't4g.small', 'availability_zone': 'euw1-az3', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't2.small', 'availability_zone': 'euw1-az2', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't2.small', 'availability_zone': 'euw1-az1', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't2.small', 'availability_zone': 'euw1-az3', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 'c8g.metal-48xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c6a.48xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 3, 'T3': 10.0}]"
1000,1,4,1152.0,152.0,6,1152.0,1152.0,4608.0,21.4344,35420586.1632,"[{'instance_type': 'm6a.48xlarge', 'availability_zone': 'euw1-az2', 'num_instances': 6, 'T3': 45.0}]"
1000,2,2,1056.0,56.0,11,1056.0,2112.0,4224.0,34.1171,32101838.8368,"[{'instance_type': 'c8g.metal-48xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c6a.48xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 10, 'T3': 10.0}]"
