instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t2.small,eu-west-1c,10,50.0,10,1,2,10.0,0.0,0.097,217721.9514,0.0097,10,224455.62
m6g.16xlarge,eu-west-1c,1,50.0,10,1,4,64.0,54.0,1.0658,1265337.352,0.0167,1,18550.2872
c6g.16xlarge,eu-west-1c,1,50.0,10,2,2,32.0,22.0,0.864,629716.32,0.027,1,22776.1979
c6g.16xlarge,eu-west-1c,2,50.0,17,7,7,18.0,1.0,1.728,354215.43,0.096,2,11388.099
t2.small,eu-west-1c,50,50.0,50,1,2,50.0,0.0,0.485,1088609.7571,0.0097,50,44891.124
m6g.16xlarge,eu-west-1c,1,50.0,50,1,4,64.0,14.0,1.0658,1265337.352,0.0167,1,18550.2872
c6g.16xlarge,eu-west-1c,2,50.0,50,2,2,64.0,14.0,1.728,1259432.64,0.027,2,11388.099
c6g.16xlarge,eu-west-1c,4,50.0,75,3,5,84.0,9.0,3.456,1653005.34,0.0411,4,5694.0495
t2.small,eu-west-1c,100,50.0,100,1,2,100.0,0.0,0.97,2177219.5143,0.0097,100,22445.562
m6g.16xlarge,eu-west-1c,2,50.0,100,1,4,128.0,28.0,2.1316,2530674.704,0.0167,2,9275.1436
c6g.16xlarge,eu-west-1c,4,50.0,100,2,2,128.0,28.0,3.456,2518865.28,0.027,4,5694.0495
c6g.16xlarge,eu-west-1c,8,50.0,115,4,2,128.0,13.0,6.912,2518865.28,0.054,8,2847.0247
r6g.12xlarge,eu-west-1b,6,10.0,287,1,6,288.0,1.0,5.6616,5652293.22,0.0197,6,3466.5144
t2.small,eu-west-1c,400,50.0,400,1,2,400.0,0.0,3.88,8708878.0571,0.0097,400,5611.3905
m6g.16xlarge,eu-west-1c,7,50.0,400,1,4,448.0,48.0,7.4606,8857361.464,0.0167,7,2650.041
c6g.16xlarge,eu-west-1c,13,50.0,400,2,2,416.0,16.0,11.232,8186312.16,0.027,13,1752.0152
r6g.12xlarge,eu-west-1b,11,10.0,439,1,9,462.0,23.0,10.3796,9067220.3738,0.0225,11,1890.8261
t2.small,eu-west-1c,1000,50.0,1000,1,2,1000.0,0.0,9.7,21772195.1429,0.0097,1000,2244.5562
m6g.16xlarge,eu-west-1c,16,50.0,1000,1,4,1024.0,24.0,17.0528,20245397.632,0.0167,16,1159.393
c6g.16xlarge,eu-west-1c,32,50.0,1000,2,2,1024.0,24.0,27.648,20150922.24,0.027,32,711.7562
