instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t2.small,us-west-2c,10,50.0,10,1,2,10.0,0.0,0.062,217721.9514,0.0062,10,351164.4378
m7g.metal,us-west-2a,1,20.0,10,1,4,64.0,54.0,0.7122,1639536.484,0.0111,1,35969.8927
c8g.48xlarge,us-west-2d,1,5.0,10,2,2,96.0,86.0,2.073,2955355.0608,0.0216,1,14850.4335
c8g.48xlarge,us-west-2d,1,5.0,17,7,7,27.0,10.0,2.073,831193.6109,0.0768,1,14850.4335
t2.small,us-west-2c,50,50.0,50,1,2,50.0,0.0,0.31,1088609.7571,0.0062,50,70232.8876
m7g.metal,us-west-2a,1,20.0,50,1,4,64.0,14.0,0.7122,1639536.484,0.0111,1,35969.8927
c8g.48xlarge,us-west-2d,1,5.0,50,2,2,96.0,46.0,2.073,2955355.0608,0.0216,1,14850.4335
c8g.48xlarge,us-west-2d,2,5.0,75,3,5,128.0,53.0,4.146,3940473.4144,0.0324,2,7425.2167
t2.small,us-west-2c,100,50.0,100,1,2,100.0,0.0,0.62,2177219.5143,0.0062,100,35116.4438
m7g.metal,us-west-2a,2,20.0,100,1,4,128.0,28.0,1.4244,3279072.968,0.0111,2,17984.9463
c8g.48xlarge,us-west-2d,2,5.0,100,2,2,192.0,92.0,4.146,5910710.1216,0.0216,2,7425.2167
c8g.48xlarge,us-west-2d,3,5.0,115,4,2,144.0,29.0,6.219,4433032.5912,0.0432,3,4950.1445
r8a.48xlarge,us-west-2d,2,1.0,287,1,6,384.0,97.0,4.5204,18149060.0064,0.0118,2,10455.5298
t2.small,us-west-2c,400,50.0,400,1,2,400.0,0.0,2.48,8708878.0571,0.0062,400,8779.1109
m7g.metal,us-west-2a,7,20.0,400,1,4,448.0,48.0,4.9854,11476755.388,0.0111,7,5138.5561
c8g.48xlarge,us-west-2d,5,5.0,400,2,2,480.0,80.0,10.365,14776775.304,0.0216,5,2970.0867
r8a.48xlarge,us-west-2d,3,1.0,439,1,9,510.0,71.0,6.7806,24104220.321,0.0133,3,6970.3532
t2.small,us-west-2c,1000,50.0,1000,1,2,1000.0,0.0,6.2,21772195.1429,0.0062,1000,3511.6444
m7g.metal,us-west-2a,16,20.0,1000,1,4,1024.0,24.0,11.3952,26232583.744,0.0111,16,2248.1183
c8g.48xlarge,us-west-2d,11,5.0,1000,2,2,1056.0,56.0,22.803,32508905.6688,0.0216,11,1350.0394
