instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.small,us-west-2d,10,50.0,10,1,2,10.0,0.0,0.068,203536.1129,0.0068,10,299317.813
m6g.medium,us-west-2d,10,1.0,10,1,4,10.0,0.0,0.12,197708.9612,0.012,10,164757.4677
c6a.large,us-west-2d,10,50.0,10,2,2,10.0,0.0,0.239,303609.206,0.0239,10,127033.1406
c8gn.2xlarge,us-west-2d,17,50.0,17,7,7,17.0,0.0,1.8003,523344.1254,0.1059,17,17099.8992
t3.small,us-west-2d,50,50.0,50,1,2,50.0,0.0,0.34,1017680.5643,0.0068,50,59863.5626
m6g.medium,us-west-2d,50,1.0,50,1,4,50.0,0.0,0.6,988544.8062,0.012,50,32951.4935
c6a.large,us-west-2d,50,50.0,50,2,2,50.0,0.0,1.195,1518046.03,0.0239,50,25406.6281
c7i-flex.xlarge,us-west-2d,75,15.0,75,3,5,75.0,0.0,4.185,2328599.6786,0.0558,75,7418.8759
t3.small,us-west-2d,100,50.0,100,1,2,100.0,0.0,0.68,2035361.1286,0.0068,100,29931.7813
m6g.medium,us-west-2d,100,1.0,100,1,4,100.0,0.0,1.2,1977089.6125,0.012,100,16475.7468
c6a.large,us-west-2d,100,50.0,100,2,2,100.0,0.0,2.39,3036092.06,0.0239,100,12703.3141
c7i-flex.xlarge,us-west-2d,115,15.0,115,4,2,115.0,0.0,6.417,3570519.5071,0.0558,115,4838.3973
r7g.medium,us-west-2d,287,50.0,287,1,6,287.0,0.0,4.9364,7323745.212,0.0172,287,5169.4101
t3.small,us-west-2d,400,50.0,400,1,2,400.0,0.0,2.72,8141444.5143,0.0068,400,7482.9453
m6g.medium,us-west-2d,400,1.0,400,1,4,400.0,0.0,4.8,7908358.45,0.012,400,4118.9367
c6a.large,us-west-2d,400,50.0,400,2,2,400.0,0.0,9.56,12144368.24,0.0239,400,3175.8285
x2gd.medium,us-west-2a,439,50.0,439,1,9,439.0,0.0,10.7994,8688468.3354,0.0246,439,1832.6481
t3.small,us-west-2d,1000,50.0,1000,1,2,1000.0,0.0,6.8,20353611.2857,0.0068,1000,2993.1781
m6g.medium,us-west-2d,1000,1.0,1000,1,4,1000.0,0.0,12.0,19770896.125,0.012,1000,1647.5747
c6a.large,us-west-2d,1000,50.0,1000,2,2,1000.0,0.0,23.9,30360920.6,0.0239,1000,1270.3314
