instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t2.small,eu-west-1c,10,50.0,10,1,2,10.0,0.0,0.098,217721.9514,0.0098,10,222165.2566
m6g.12xlarge,eu-west-1c,1,50.0,10,1,4,48.0,38.0,0.775,949003.014,0.0161,1,25510.8337
c6g.16xlarge,eu-west-1c,1,50.0,10,2,2,32.0,22.0,0.821,629716.32,0.0257,1,23969.1048
c6g.16xlarge,eu-west-1c,2,50.0,17,7,7,18.0,1.0,1.642,354215.43,0.0912,2,11984.5524
t2.small,eu-west-1c,50,50.0,50,1,2,50.0,0.0,0.49,1088609.7571,0.0098,50,44433.0513
m6g.12xlarge,eu-west-1c,2,50.0,50,1,4,96.0,46.0,1.55,1898006.028,0.0161,2,12755.4169
c6g.16xlarge,eu-west-1c,2,50.0,50,2,2,64.0,14.0,1.642,1259432.64,0.0257,2,11984.5524
c6g.16xlarge,eu-west-1c,4,50.0,75,3,5,84.0,9.0,3.284,1653005.34,0.0391,4,5992.2762
t2.small,eu-west-1c,100,50.0,100,1,2,100.0,0.0,0.98,2177219.5143,0.0098,100,22216.5257
m6g.12xlarge,eu-west-1c,3,50.0,100,1,4,144.0,44.0,2.325,2847009.042,0.0161,3,8503.6112
c6g.16xlarge,eu-west-1c,4,50.0,100,2,2,128.0,28.0,3.284,2518865.28,0.0257,4,5992.2762
c6g.16xlarge,eu-west-1c,8,50.0,115,4,2,128.0,13.0,6.568,2518865.28,0.0513,8,2996.1381
r6g.12xlarge,eu-west-1b,6,15.0,287,1,6,288.0,1.0,5.3478,5652293.22,0.0186,6,3669.9237
t2.small,eu-west-1c,400,50.0,400,1,2,400.0,0.0,3.92,8708878.0571,0.0098,400,5554.1314
m6g.12xlarge,eu-west-1c,9,50.0,400,1,4,432.0,32.0,6.975,8541027.126,0.0161,9,2834.5371
c6g.16xlarge,eu-west-1c,13,50.0,400,2,2,416.0,16.0,10.673,8186312.16,0.0257,13,1843.7773
r6g.12xlarge,eu-west-1b,11,15.0,439,1,9,462.0,23.0,9.8043,9067220.3738,0.0212,11,2001.7766
t2.small,eu-west-1c,1000,50.0,1000,1,2,1000.0,0.0,9.8,21772195.1429,0.0098,1000,2221.6526
m6g.12xlarge,eu-west-1c,21,50.0,1000,1,4,1008.0,8.0,16.275,19929063.294,0.0161,21,1214.8016
c6g.16xlarge,eu-west-1c,32,50.0,1000,2,2,1024.0,24.0,26.272,20150922.24,0.0257,32,749.0345
