pods,cpu,mem,actual_pods,excess_pods,Total Assigned Instances,Total Assignable Pods,Total CPU,Total Memory,cost,performance,nodepool_config
10,1,2,192.0,182.0,1,192.0,192.0,768.0,1.6097,9189738.4512,"[{'instance_type': 'm8a.48xlarge', 'availability_zone': 'apne1-az1', 'num_instances': 1, 'T3': 1.0}]"
10,1,4,192.0,182.0,1,192.0,192.0,768.0,1.6097,9189738.4512,"[{'instance_type': 'm8a.48xlarge', 'availability_zone': 'apne1-az1', 'num_instances': 1, 'T3': 1.0}]"
10,2,2,96.0,86.0,1,96.0,192.0,768.0,1.6097,4594869.2256,"[{'instance_type': 'm8a.48xlarge', 'availability_zone': 'apne1-az1', 'num_instances': 1, 'T3': 1.0}]"
17,7,7,27.0,10.0,1,27.0,192.0,768.0,1.6097,1292306.9697,"[{'instance_type': 'm8a.48xlarge', 'availability_zone': 'apne1-az1', 'num_instances': 1, 'T3': 1.0}]"
50,1,2,192.0,142.0,1,192.0,192.0,768.0,1.6097,9189738.4512,"[{'instance_type': 'm8a.48xlarge', 'availability_zone': 'apne1-az1', 'num_instances': 1, 'T3': 1.0}]"
50,1,4,192.0,142.0,1,192.0,192.0,768.0,1.6097,9189738.4512,"[{'instance_type': 'm8a.48xlarge', 'availability_zone': 'apne1-az1', 'num_instances': 1, 'T3': 1.0}]"
50,2,2,96.0,46.0,1,96.0,192.0,768.0,1.6097,4594869.2256,"[{'instance_type': 'm8a.48xlarge', 'availability_zone': 'apne1-az1', 'num_instances': 1, 'T3': 1.0}]"
75,3,5,96.0,21.0,2,96.0,288.0,1152.0,2.4232,4594869.2256,"[{'instance_type': 'm8a.48xlarge', 'availability_zone': 'apne1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'm8a.metal-24xl', 'availability_zone': 'apne1-az4', 'num_instances': 1, 'T3': 1.0}]"
100,1,2,192.0,92.0,1,192.0,192.0,768.0,1.6097,9189738.4512,"[{'instance_type': 'm8a.48xlarge', 'availability_zone': 'apne1-az1', 'num_instances': 1, 'T3': 1.0}]"
100,1,4,192.0,92.0,1,192.0,192.0,768.0,1.6097,9189738.4512,"[{'instance_type': 'm8a.48xlarge', 'availability_zone': 'apne1-az1', 'num_instances': 1, 'T3': 1.0}]"
100,2,2,100.0,0.0,2,100.0,200.0,800.0,1.6771,4786322.11,"[{'instance_type': 'm8a.48xlarge', 'availability_zone': 'apne1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'm8a.2xlarge', 'availability_zone': 'apne1-az4', 'num_instances': 1, 'T3': 1.0}]"
