instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
g5g.16xlarge,us-east-1d,1,1.0,10,1,2,64.0,54.0,0.2942,1260849.0752,0.0046,1,66963.8572
m7g.16xlarge,us-east-1f,1,1.0,10,1,4,64.0,54.0,0.4753,1639536.484,0.0074,1,53898.0803
g5g.16xlarge,us-east-1d,1,1.0,10,2,2,32.0,22.0,0.2942,630424.5376,0.0092,1,66963.8572
g5g.16xlarge,us-east-1d,2,1.0,17,7,7,18.0,1.0,0.5884,354613.8024,0.0327,2,33481.9286
g5g.16xlarge,us-east-1d,1,1.0,50,1,2,64.0,14.0,0.2942,1260849.0752,0.0046,1,66963.8572
m7g.16xlarge,us-east-1f,1,1.0,50,1,4,64.0,14.0,0.4753,1639536.484,0.0074,1,53898.0803
g5g.16xlarge,us-east-1d,2,1.0,50,2,2,64.0,14.0,0.5884,1260849.0752,0.0092,2,33481.9286
g5g.16xlarge,us-east-1d,4,1.0,75,3,5,84.0,9.0,1.1768,1654864.4112,0.014,4,16740.9643
g5g.16xlarge,us-east-1d,2,1.0,100,1,2,128.0,28.0,0.5884,2521698.1504,0.0046,2,33481.9286
m7g.16xlarge,us-east-1f,2,1.0,100,1,4,128.0,28.0,0.9506,3279072.968,0.0074,2,26949.0401
g5g.16xlarge,us-east-1d,4,1.0,100,2,2,128.0,28.0,1.1768,2521698.1504,0.0092,4,16740.9643
g5g.16xlarge,us-east-1d,8,1.0,115,4,2,128.0,13.0,2.3536,2521698.1504,0.0184,8,8370.4822
m7g.16xlarge,us-east-1f,7,1.0,287,1,6,294.0,7.0,3.3271,7531620.7234,0.0113,7,7699.7258
g5g.16xlarge,us-east-1d,7,1.0,400,1,2,448.0,48.0,2.0594,8825943.5264,0.0046,7,9566.2653
m7g.16xlarge,us-east-1f,7,1.0,400,1,4,448.0,48.0,3.3271,11476755.388,0.0074,7,7699.7258
g5g.16xlarge,us-east-1d,13,1.0,400,2,2,416.0,16.0,3.8246,8195518.9888,0.0092,13,5151.0659
x8g.48xlarge,us-east-1a,3,1.0,439,1,9,576.0,137.0,8.3085,17730946.88,0.0144,3,3704.9881
g5g.16xlarge,us-east-1d,16,1.0,1000,1,2,1024.0,24.0,4.7072,20173585.2032,0.0046,16,4185.2411
m7g.16xlarge,us-east-1f,16,1.0,1000,1,4,1024.0,24.0,7.6048,26232583.744,0.0074,16,3368.63
g5g.16xlarge,us-east-1d,32,1.0,1000,2,2,1024.0,24.0,9.4144,20173585.2032,0.0092,32,2092.6205
