pods,cpu,mem,alpha,cost,performance,perf_per_cost,actual_pods,excess_pods,iterations,explored_alphas,explored_podcount,nodepool_config,workload_intensity,execution_time
10,1,2,0.305,0.0492,251955.4342,5121045.4106,10.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.29179606750063086), np.float64(0.32623792124926393), np.float64(0.2705098312484227), np.float64(0.3049516849970557), np.float64(0.3130823037528391), np.float64(0.2999266862564142), np.float64(0.3080573050121976), np.float64(0.3030323062715561), np.float64(0.30613792628669795), np.float64(0.30687106372255535), np.float64(0.3056848224329131), np.float64(0.3064179598687705), np.float64(0.3065910301404828)]","[10102.0, 692833.0, 10.0, 10.0, 10.0, 1222.0, 10.0, 10.0, 96.0, 10.0, 12.0, 10.0, 10.0, 12.0, 10.0, 10.0, 12.0]","[{'instance_type': 'c6gd.2xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 50.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 15.0}]",default,2943.5136
10,1,4,0.1459,0.0913,472631.771,5176689.7152,10.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.12461179749810725), np.float64(0.15905365124674029), np.float64(0.16718427000252362), np.float64(0.1722092687431651), np.float64(0.16407864998738178), np.float64(0.16910364872802325), np.float64(0.1659980287128814), np.float64(0.16791740743838102), np.float64(0.1667311661487388), np.float64(0.1674643035845962), np.float64(0.16763737385630845)]","[185161.0, 896029.0, 2442.0, 10.0, 10.0, 522.0, 10.0, 10.0, 10.0, 308.0, 10.0, 96.0, 10.0, 16.0, 10.0, 10.0, 10.0]","[{'instance_type': 'r8a.large', 'availability_zone': 'us-east-1a', 'num_instances': 3, 'T3': 15.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 1.0}]",default,2973.0707
10,2,2,0.2148,0.0972,251955.4342,2592134.0967,10.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.20162612375115666), np.float64(0.2147817412475815), np.float64(0.22291236000336484), np.float64(0.22793735874400634), np.float64(0.2310429787591482), np.float64(0.2260179800185067), np.float64(0.22912360003364857), np.float64(0.22985673746950597), np.float64(0.22867049617986374), np.float64(0.22940363361572114), np.float64(0.2289505297619363)]","[45001.0, 510361.0, 186.0, 12.0, 12.0, 12.0, 12.0, 10.0, 10.0, 10.0, 48.0, 10.0, 10.0, 48.0, 10.0, 48.0, 10.0]","[{'instance_type': 'c6gd.2xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 2, 'T3': 50.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 1.0}]",default,3069.3342
17,7,7,0.3344,0.9709,693135.8423,713910.642,17.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.29179606750063086), np.float64(0.32623792124926393), np.float64(0.3475241575014721), np.float64(0.3130823037528391), np.float64(0.33436854000504723), np.float64(0.3393935387456887), np.float64(0.3312629199899054), np.float64(0.33628791873054686), np.float64(0.33318229871540506), np.float64(0.33510167744090463), np.float64(0.33555478129468946), np.float64(0.33482164385883206), np.float64(0.3352747477126169)]","[500.0, 61153.0, 17.0, 17.0, 17.0, 17.0, 49.0, 17.0, 17.0, 27.0, 17.0, 27.0, 17.0, 17.0, 27.0, 17.0, 17.0]","[{'instance_type': 'c6gd.2xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 4, 'T3': 50.0}, {'instance_type': 'r8a.metal-24xl', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}]",default,3017.8767
50,1,2,0.305,0.2027,1039100.8342,5126299.1327,50.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.29179606750063086), np.float64(0.32623792124926393), np.float64(0.2705098312484227), np.float64(0.3049516849970557), np.float64(0.3130823037528391), np.float64(0.2999266862564142), np.float64(0.3080573050121976), np.float64(0.3030323062715561), np.float64(0.30613792628669795), np.float64(0.30687106372255535), np.float64(0.3056848224329131), np.float64(0.3064179598687705), np.float64(0.3065910301404828)]","[10102.0, 692833.0, 50.0, 50.0, 50.0, 1222.0, 50.0, 50.0, 96.0, 50.0, 52.0, 50.0, 50.0, 52.0, 50.0, 50.0, 52.0]","[{'instance_type': 'c6gd.2xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 6, 'T3': 50.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 15.0}]",default,3034.8659
50,1,4,0.1459,0.4573,2363158.855,5167633.6213,50.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.12461179749810725), np.float64(0.15905365124674029), np.float64(0.16718427000252362), np.float64(0.15402865250609876), np.float64(0.16215927126188212), np.float64(0.16407864998738175), np.float64(0.16097302997223992), np.float64(0.16289240869773952), np.float64(0.16334551255152435), np.float64(0.16261237511566695), np.float64(0.16306547896945178)]","[185161.0, 896029.0, 2442.0, 50.0, 50.0, 522.0, 50.0, 50.0, 96.0, 50.0, 50.0, 96.0, 50.0, 50.0, 96.0, 50.0, 50.0]","[{'instance_type': 'r8a.4xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1a', 'num_instances': 15, 'T3': 15.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 1.0}]",default,2850.1877
50,2,2,0.2279,0.8839,2363158.855,2673559.0621,50.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.20162612375115666), np.float64(0.2147817412475815), np.float64(0.22291236000336484), np.float64(0.22793735874400634), np.float64(0.2310429787591482), np.float64(0.23296235748464783), np.float64(0.23414859877429006), np.float64(0.23222922004879043), np.float64(0.23341546133843266), np.float64(0.23268232390257526), np.float64(0.2331354277563601)]","[45001.0, 510361.0, 186.0, 52.0, 52.0, 52.0, 52.0, 50.0, 50.0, 50.0, 50.0, 50.0, 154.0, 50.0, 58.0, 50.0, 50.0]","[{'instance_type': 'r8a.metal-24xl', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 1.0}]",default,2972.3961
75,3,5,0.1703,1.7357,2958021.7591,1704224.0935,76.0,1.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.12461179749810725), np.float64(0.15905365124674029), np.float64(0.16718427000252362), np.float64(0.1722092687431651), np.float64(0.16407864998738178), np.float64(0.16910364872802325), np.float64(0.17028989001766548), np.float64(0.17102302745352288), np.float64(0.1714761313073077), np.float64(0.1707429938714503), np.float64(0.17119609772523514)]","[126408.0, 360638.0, 3090.0, 75.0, 75.0, 96.0, 75.0, 76.0, 76.0, 96.0, 76.0, 76.0, 76.0, 76.0, 96.0, 76.0, 76.0]","[{'instance_type': 'c6gd.2xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 50.0}, {'instance_type': 'g5g.16xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 15.0}, {'instance_type': 'r8a.16xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.metal-24xl', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}]",default,2795.0468
100,1,2,0.305,0.8839,4726317.71,5347118.1242,100.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.29179606750063086), np.float64(0.32623792124926393), np.float64(0.2705098312484227), np.float64(0.3049516849970557), np.float64(0.3130823037528391), np.float64(0.31810730249348057), np.float64(0.3099766837376972), np.float64(0.3150016824783387), np.float64(0.31189606246319684), np.float64(0.3138154411886965), np.float64(0.3142685450424813), np.float64(0.3145485786245539), np.float64(0.31472164889626614)]","[10102.0, 692833.0, 100.0, 100.0, 100.0, 1222.0, 100.0, 100.0, 100.0, 372.0, 100.0, 116.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[{'instance_type': 'r8a.metal-24xl', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 1.0}]",default,2779.3562
100,1,4,0.1459,0.8839,4726317.71,5347118.1242,100.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.12461179749810725), np.float64(0.15905365124674029), np.float64(0.16718427000252362), np.float64(0.1722092687431651), np.float64(0.16407864998738178), np.float64(0.16910364872802325), np.float64(0.17028989001766548), np.float64(0.17102302745352288), np.float64(0.1714761313073077), np.float64(0.1707429938714503), np.float64(0.17119609772523514)]","[185161.0, 896029.0, 2442.0, 100.0, 100.0, 522.0, 100.0, 100.0, 100.0, 308.0, 100.0, 100.0, 100.0, 100.0, 116.0, 100.0, 100.0]","[{'instance_type': 'r8a.metal-24xl', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 1.0}]",default,2745.7254
