instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t2.small,eu-west-1c,10,50.0,10,1,2,10.0,0.0,0.096,217721.9514,0.0096,10,226793.6994
m6g.16xlarge,eu-west-1c,1,50.0,10,1,4,64.0,54.0,1.0742,1265337.352,0.0168,1,18405.2282
c6g.16xlarge,eu-west-1c,1,50.0,10,2,2,32.0,22.0,0.8749,629716.32,0.0273,1,22492.4391
c6g.16xlarge,eu-west-1c,2,50.0,17,7,7,18.0,1.0,1.7498,354215.43,0.0972,2,11246.2196
t2.small,eu-west-1c,50,50.0,50,1,2,50.0,0.0,0.48,1088609.7571,0.0096,50,45358.7399
m6g.16xlarge,eu-west-1c,1,50.0,50,1,4,64.0,14.0,1.0742,1265337.352,0.0168,1,18405.2282
c6g.16xlarge,eu-west-1c,2,50.0,50,2,2,64.0,14.0,1.7498,1259432.64,0.0273,2,11246.2196
c6g.16xlarge,eu-west-1c,4,50.0,75,3,5,84.0,9.0,3.4996,1653005.34,0.0417,4,5623.1098
t2.small,eu-west-1c,100,50.0,100,1,2,100.0,0.0,0.96,2177219.5143,0.0096,100,22679.3699
m6g.16xlarge,eu-west-1c,2,50.0,100,1,4,128.0,28.0,2.1484,2530674.704,0.0168,2,9202.6141
c6g.16xlarge,eu-west-1c,4,50.0,100,2,2,128.0,28.0,3.4996,2518865.28,0.0273,4,5623.1098
c6g.16xlarge,eu-west-1c,8,50.0,115,4,2,128.0,13.0,6.9992,2518865.28,0.0547,8,2811.5549
r6g.12xlarge,eu-west-1b,6,10.0,287,1,6,288.0,1.0,5.6694,5652293.22,0.0197,6,3461.7452
t2.small,eu-west-1c,400,50.0,400,1,2,400.0,0.0,3.84,8708878.0571,0.0096,400,5669.8425
m6g.16xlarge,eu-west-1c,7,50.0,400,1,4,448.0,48.0,7.5194,8857361.464,0.0168,7,2629.3183
c6g.16xlarge,eu-west-1c,13,50.0,400,2,2,416.0,16.0,11.3737,8186312.16,0.0273,13,1730.1876
r6g.12xlarge,eu-west-1b,11,10.0,439,1,9,462.0,23.0,10.3939,9067220.3738,0.0225,11,1888.2246
t2.small,eu-west-1c,1000,50.0,1000,1,2,1000.0,0.0,9.6,21772195.1429,0.0096,1000,2267.937
m6g.16xlarge,eu-west-1c,16,50.0,1000,1,4,1024.0,24.0,17.1872,20245397.632,0.0168,16,1150.3268
c6g.16xlarge,eu-west-1c,32,50.0,1000,2,2,1024.0,24.0,27.9968,20150922.24,0.0273,32,702.8887
