instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t2.small,eu-west-1c,10,50.0,10,1,2,10.0,0.0,0.115,217721.9514,0.0115,10,189323.436
m6g.medium,eu-west-1c,10,50.0,10,1,4,10.0,0.0,0.199,197708.9612,0.0199,10,99351.2368
c6g.large,eu-west-1b,10,50.0,10,2,2,10.0,0.0,0.339,196786.35,0.0339,10,58049.0708
c6g.2xlarge,eu-west-1b,17,50.0,17,7,7,17.0,0.0,2.4259,334536.795,0.1427,17,8111.8904
t2.small,eu-west-1c,50,50.0,50,1,2,50.0,0.0,0.575,1088609.7571,0.0115,50,37864.6872
m6g.medium,eu-west-1c,50,50.0,50,1,4,50.0,0.0,0.995,988544.8062,0.0199,50,19870.2474
c6g.large,eu-west-1b,50,50.0,50,2,2,50.0,0.0,1.695,983931.75,0.0339,50,11609.8142
c6g.xlarge,eu-west-1b,75,35.0,75,3,5,75.0,0.0,5.2875,1475897.625,0.0705,75,3721.7277
t2.small,eu-west-1c,100,50.0,100,1,2,100.0,0.0,1.15,2177219.5143,0.0115,100,18932.3436
m6g.medium,eu-west-1c,100,50.0,100,1,4,100.0,0.0,1.99,1977089.6125,0.0199,100,9935.1237
c6g.large,eu-west-1b,100,50.0,100,2,2,100.0,0.0,3.39,1967863.5,0.0339,100,5804.9071
c6g.xlarge,eu-west-1b,115,35.0,115,4,2,115.0,0.0,8.1075,2263043.025,0.0705,115,2427.2137
r6g.medium,eu-west-1b,287,10.0,287,1,6,287.0,0.0,7.2898,5632667.2019,0.0254,287,2692.2574
t2.small,eu-west-1c,400,50.0,400,1,2,400.0,0.0,4.6,8708878.0571,0.0115,400,4733.0859
m6g.medium,eu-west-1c,400,50.0,400,1,4,400.0,0.0,7.96,7908358.45,0.0199,400,2483.7809
c6g.large,eu-west-1b,400,50.0,400,2,2,400.0,0.0,13.56,7871454.0,0.0339,400,1451.2268
x2gd.medium,eu-west-1b,439,50.0,439,1,9,439.0,0.0,20.5891,8688468.3354,0.0469,439,961.261
t2.small,eu-west-1c,1000,50.0,1000,1,2,1000.0,0.0,11.5,21772195.1429,0.0115,1000,1893.2344
m6g.medium,eu-west-1c,1000,50.0,1000,1,4,1000.0,0.0,19.9,19770896.125,0.0199,1000,993.5124
c6g.large,eu-west-1b,1000,50.0,1000,2,2,1000.0,0.0,33.9,19678635.0,0.0339,1000,580.4907
