instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.small,us-west-2d,10,50.0,10,1,2,10.0,0.0,0.083,203536.1129,0.0083,10,245224.2324
t3.medium,us-west-2d,10,50.0,10,1,4,10.0,0.0,0.151,203536.1129,0.0151,10,134792.1277
c6a.large,us-west-2d,10,50.0,10,2,2,10.0,0.0,0.285,303609.206,0.0285,10,106529.546
c8gn.2xlarge,us-west-2d,17,30.0,17,7,7,17.0,0.0,1.2002,523344.1254,0.0706,17,25649.8488
t3.small,us-west-2d,50,50.0,50,1,2,50.0,0.0,0.415,1017680.5643,0.0083,50,49044.8465
t3.medium,us-west-2d,50,50.0,50,1,4,50.0,0.0,0.755,1017680.5643,0.0151,50,26958.4255
c6a.large,us-west-2d,50,50.0,50,2,2,50.0,0.0,1.425,1518046.03,0.0285,50,21305.9092
c5.xlarge,us-west-2d,75,50.0,75,3,5,75.0,0.0,4.8975,1842186.2045,0.0653,75,5015.3104
t3.small,us-west-2d,100,50.0,100,1,2,100.0,0.0,0.83,2035361.1286,0.0083,100,24522.4232
t3.medium,us-west-2d,100,50.0,100,1,4,100.0,0.0,1.51,2035361.1286,0.0151,100,13479.2128
c6a.large,us-west-2d,100,50.0,100,2,2,100.0,0.0,2.85,3036092.06,0.0285,100,10652.9546
c5.xlarge,us-west-2d,115,50.0,115,4,2,115.0,0.0,7.5095,2824685.5136,0.0653,115,3270.8546
r7g.medium,us-west-2a,287,50.0,287,1,6,287.0,0.0,5.7974,7323745.212,0.0202,287,4401.6759
t3.small,us-west-2d,400,50.0,400,1,2,400.0,0.0,3.32,8141444.5143,0.0083,400,6130.6058
t3.medium,us-west-2d,400,50.0,400,1,4,400.0,0.0,6.04,8141444.5143,0.0151,400,3369.8032
c6a.large,us-west-2d,400,50.0,400,2,2,400.0,0.0,11.4,12144368.24,0.0285,400,2663.2386
x2gd.medium,us-west-2a,439,50.0,439,1,9,439.0,0.0,13.4334,8688468.3354,0.0306,439,1473.3053
t3.small,us-west-2d,1000,50.0,1000,1,2,1000.0,0.0,8.3,20353611.2857,0.0083,1000,2452.2423
t3.medium,us-west-2d,1000,50.0,1000,1,4,1000.0,0.0,15.1,20353611.2857,0.0151,1000,1347.9213
c6a.large,us-west-2d,1000,50.0,1000,2,2,1000.0,0.0,28.5,30360920.6,0.0285,1000,1065.2955
