pods,cpu,mem,alpha,cost,performance,perf_per_cost,actual_pods,excess_pods,iterations,explored_alphas,explored_podcount,nodepool_config,workload_intensity
1,1,1,0.2361,0.0211,20353.6113,964626.1273,1.0,0.0,10,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.05572809000084119), np.float64(0.03444185374863301), np.float64(0.021286236252208175), np.float64(0.013155617496424831), np.float64(0.008130618755783343), np.float64(0.005024998740641487), np.float64(0.003105620015141856)]","[2.0, 960.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[{'instance_type': 't3.medium', 'availability_zone': 'eu-west-1b', 'num_instances': 1, 'T3': 50.0}]",default
5,1,1,0.3607,0.1179,154257.62,1308376.7601,5.0,0.0,10,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.47213595499957944), np.float64(0.32623792124926393), np.float64(0.4164078649987382), np.float64(0.36067977499789694), np.float64(0.3475241575014721), np.float64(0.36881039375368024), np.float64(0.35565477625725544), np.float64(0.3525491562421136), np.float64(0.35062977751661395)]","[6.0, 960.0, 5.0, 710.0, 5.0, 90.0, 5.0, 5.0, 6.0, 5.0, 5.0, 5.0]","[{'instance_type': 'c7a.large', 'availability_zone': 'eu-west-1b', 'num_instances': 2, 'T3': 45.0}, {'instance_type': 't3.medium', 'availability_zone': 'eu-west-1b', 'num_instances': 1, 'T3': 50.0}]",default
6,1,1,0.382,0.1452,200856.0131,1383305.8753,6.0,0.0,10,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.47213595499957944), np.float64(0.32623792124926393), np.float64(0.4164078649987382), np.float64(0.36067977499789694), np.float64(0.3475241575014721), np.float64(0.36881039375368024), np.float64(0.35565477625725544), np.float64(0.3525491562421136), np.float64(0.35062977751661395)]","[6.0, 960.0, 6.0, 710.0, 6.0, 90.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]","[{'instance_type': 'c7a.large', 'availability_zone': 'eu-west-1b', 'num_instances': 3, 'T3': 45.0}]",default
10,1,1,0.382,0.242,334760.0218,1383305.8753,10.0,0.0,10,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.47213595499957944), np.float64(0.32623792124926393), np.float64(0.4164078649987382), np.float64(0.36067977499789694), np.float64(0.3475241575014721), np.float64(0.36881039375368024), np.float64(0.35565477625725544), np.float64(0.3525491562421136), np.float64(0.35062977751661395)]","[10.0, 960.0, 10.0, 710.0, 10.0, 90.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[{'instance_type': 'c7a.large', 'availability_zone': 'eu-west-1b', 'num_instances': 5, 'T3': 45.0}]",default
14,1,1,0.382,0.3388,468664.0305,1383305.8753,14.0,0.0,10,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.47213595499957944), np.float64(0.32623792124926393), np.float64(0.4164078649987382), np.float64(0.36067977499789694), np.float64(0.3475241575014721), np.float64(0.36881039375368024), np.float64(0.35565477625725544), np.float64(0.3525491562421136), np.float64(0.35062977751661395)]","[14.0, 960.0, 14.0, 710.0, 14.0, 90.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0]","[{'instance_type': 'c7a.large', 'availability_zone': 'eu-west-1b', 'num_instances': 7, 'T3': 45.0}]",default
15,1,1,0.3607,0.3599,489017.6418,1358759.7717,15.0,0.0,10,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.47213595499957944), np.float64(0.32623792124926393), np.float64(0.4164078649987382), np.float64(0.36067977499789694), np.float64(0.3475241575014721), np.float64(0.36881039375368024), np.float64(0.35565477625725544), np.float64(0.3525491562421136), np.float64(0.35062977751661395)]","[16.0, 960.0, 15.0, 710.0, 15.0, 90.0, 15.0, 15.0, 16.0, 15.0, 15.0, 15.0]","[{'instance_type': 'c7a.large', 'availability_zone': 'eu-west-1b', 'num_instances': 7, 'T3': 45.0}, {'instance_type': 't3.medium', 'availability_zone': 'eu-west-1b', 'num_instances': 1, 'T3': 50.0}]",default
17,1,1,0.3607,0.4083,555969.6462,1361669.4739,17.0,0.0,10,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.47213595499957944), np.float64(0.32623792124926393), np.float64(0.4164078649987382), np.float64(0.36067977499789694), np.float64(0.3475241575014721), np.float64(0.36881039375368024), np.float64(0.35565477625725544), np.float64(0.3525491562421136), np.float64(0.35062977751661395)]","[18.0, 960.0, 17.0, 710.0, 17.0, 90.0, 17.0, 17.0, 18.0, 17.0, 17.0, 17.0]","[{'instance_type': 'c7a.large', 'availability_zone': 'eu-west-1b', 'num_instances': 8, 'T3': 45.0}, {'instance_type': 't3.medium', 'availability_zone': 'eu-west-1b', 'num_instances': 1, 'T3': 50.0}]",default
20,1,1,0.382,0.484,669520.0436,1383305.8753,20.0,0.0,10,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.47213595499957944), np.float64(0.32623792124926393), np.float64(0.4164078649987382), np.float64(0.36067977499789694), np.float64(0.3475241575014721), np.float64(0.36881039375368024), np.float64(0.35565477625725544), np.float64(0.3525491562421136), np.float64(0.35062977751661395)]","[20.0, 960.0, 20.0, 710.0, 20.0, 90.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]","[{'instance_type': 'c7a.large', 'availability_zone': 'eu-west-1b', 'num_instances': 10, 'T3': 45.0}]",default
25,1,1,0.3607,0.6019,823777.6636,1368628.7816,25.0,0.0,10,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.47213595499957944), np.float64(0.32623792124926393), np.float64(0.4164078649987382), np.float64(0.36067977499789694), np.float64(0.3475241575014721), np.float64(0.36881039375368024), np.float64(0.35565477625725544), np.float64(0.3525491562421136), np.float64(0.35062977751661395)]","[26.0, 960.0, 25.0, 710.0, 25.0, 90.0, 25.0, 25.0, 26.0, 25.0, 25.0, 25.0]","[{'instance_type': 'c7a.large', 'availability_zone': 'eu-west-1b', 'num_instances': 12, 'T3': 45.0}, {'instance_type': 't3.medium', 'availability_zone': 'eu-west-1b', 'num_instances': 1, 'T3': 50.0}]",default
30,1,1,0.382,0.726,1004280.0655,1383305.8753,30.0,0.0,10,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.47213595499957944), np.float64(0.32623792124926393), np.float64(0.4164078649987382), np.float64(0.36067977499789694), np.float64(0.3475241575014721), np.float64(0.36881039375368024), np.float64(0.35565477625725544), np.float64(0.3525491562421136), np.float64(0.35062977751661395)]","[30.0, 960.0, 30.0, 710.0, 30.0, 90.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]","[{'instance_type': 'c7a.large', 'availability_zone': 'eu-west-1b', 'num_instances': 15, 'T3': 45.0}]",default
