instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
c7a.medium,us-east-1f,10,50.0,10,1,2,10.0,0.0,0.092,334760.0218,0.0092,10,363869.5889
m7gd.medium,us-east-1f,10,10.0,10,1,4,10.0,0.0,0.111,256177.5756,0.0111,10,230790.6087
c7i-flex.large,us-east-1f,10,1.0,10,2,2,10.0,0.0,0.253,310479.9571,0.0253,10,122719.3506
c6g.2xlarge,us-east-1f,17,35.0,17,7,7,17.0,0.0,1.2597,334536.795,0.0741,17,15621.6837
c7a.medium,us-east-1f,50,50.0,50,1,2,50.0,0.0,0.46,1673800.1091,0.0092,50,72773.9178
m7gd.medium,us-east-1f,50,10.0,50,1,4,50.0,0.0,0.555,1280887.8781,0.0111,50,46158.1217
c7i-flex.large,us-east-1f,50,1.0,50,2,2,50.0,0.0,1.265,1552399.7857,0.0253,50,24543.8701
c6g.xlarge,us-east-1d,75,50.0,75,3,5,75.0,0.0,3.75,1475897.625,0.05,75,5247.636
c7a.medium,us-east-1f,100,50.0,100,1,2,100.0,0.0,0.92,3347600.2182,0.0092,100,36386.9589
m7gd.medium,us-east-1f,100,10.0,100,1,4,100.0,0.0,1.11,2561775.7562,0.0111,100,23079.0609
c7i-flex.large,us-east-1f,100,1.0,100,2,2,100.0,0.0,2.53,3104799.5714,0.0253,100,12271.9351
c6g.xlarge,us-east-1d,115,50.0,115,4,2,115.0,0.0,5.75,2263043.025,0.05,115,3422.3713
r7g.medium,us-east-1d,287,35.0,287,1,6,287.0,0.0,3.8458,7323745.212,0.0134,287,6635.3622
c7a.medium,us-east-1f,400,50.0,400,1,2,400.0,0.0,3.68,13390400.8727,0.0092,400,9096.7397
m7gd.medium,us-east-1f,400,10.0,400,1,4,400.0,0.0,4.44,10247103.025,0.0111,400,5769.7652
c7i-flex.large,us-east-1f,400,1.0,400,2,2,400.0,0.0,10.12,12419198.2857,0.0253,400,3067.9838
x2gd.medium,us-east-1f,439,50.0,439,1,9,439.0,0.0,7.6386,8688468.3354,0.0174,439,2590.9852
c7a.medium,us-east-1f,1000,50.0,1000,1,2,1000.0,0.0,9.2,33476002.1818,0.0092,1000,3638.6959
m7gd.medium,us-east-1f,1000,10.0,1000,1,4,1000.0,0.0,11.1,25617757.5625,0.0111,1000,2307.9061
c7i-flex.large,us-east-1f,1000,1.0,1000,2,2,1000.0,0.0,25.3,31047995.7143,0.0253,1000,1227.1935
